"","lp__","logit_alpha","alpha","logit_alpha_prior","alpha_prior",".chain",".iteration",".draw","true_alpha","nobservations"
"340",-160.019,-4.78413,0.00829205,-0.164845,0.458882,1,140,140,0,208
"341",-159.975,-4.75344,0.00854832,0.0308515,0.507712,1,141,141,0,208
"342",-159.845,-4.06308,0.0169053,1.20618,0.769622,1,142,142,0,208
"343",-160.591,-3.57799,0.0271727,-1.37188,0.202316,1,143,143,0,208
"344",-160.657,-3.5481,0.0279741,-1.5875,0.169736,1,144,144,0,208
"345",-160.592,-3.57739,0.0271888,0.392206,0.596814,1,145,145,0,208
"346",-159.85,-4.64665,0.00950254,1.36106,0.795931,1,146,146,0,208
"347",-159.736,-4.48533,0.0111475,1.26767,0.780343,1,147,147,0,208
"348",-159.709,-4.37121,0.0124782,-1.22473,0.227105,1,148,148,0,208
"349",-159.825,-4.08598,0.0165289,0.311587,0.577273,1,149,149,0,208
"350",-160.019,-3.90589,0.0197261,-0.290819,0.427803,1,150,150,0,208
"351",-160.35,-4.96939,0.00689946,-0.0229263,0.494269,1,151,151,0,208
"352",-160.29,-3.73084,0.0234115,-0.0502918,0.48743,1,152,152,0,208
"353",-160.255,-3.75085,0.0229582,-1.5367,0.177016,1,153,153,0,208
"354",-160.254,-3.75175,0.0229381,-0.537243,0.368829,1,154,154,0,208
"355",-159.713,-4.31115,0.0132404,1.49591,0.816964,1,155,155,0,208
"356",-159.716,-4.42039,0.0118866,0.523534,0.627974,1,156,156,0,208
"357",-159.753,-4.51966,0.0107754,0.134597,0.533599,1,157,157,0,208
"358",-160.122,-4.84956,0.00777098,-3.09718,0.0432239,1,158,158,0,208
"359",-159.741,-4.49695,0.0110202,0.681122,0.663989,1,159,159,0,208
"360",-159.904,-4.69701,0.00904009,0.522352,0.627698,1,160,160,0,208
"361",-159.712,-4.402,0.0121045,-1.91194,0.128763,1,161,161,0,208
"362",-159.756,-4.52519,0.0107166,0.361848,0.589488,1,162,162,0,208
"363",-160.51,-3.61635,0.0261771,-0.0525945,0.486854,1,163,163,0,208
"364",-160.255,-4.92244,0.00722869,0.451093,0.610899,1,164,164,0,208
"365",-159.792,-4.12781,0.0158625,-1.32769,0.209542,1,165,165,0,208
"366",-159.71,-4.37532,0.0124277,-1.4939,0.183338,1,166,166,0,208
"367",-159.736,-4.48406,0.0111615,1.96739,0.877331,1,167,167,0,208
"368",-159.759,-4.18008,0.0150667,0.616233,0.649361,1,168,168,0,208
"369",-160.18,-3.79586,0.0219701,-1.8022,0.141583,1,169,169,0,208
"370",-159.893,-4.0127,0.0177633,1.29083,0.784287,1,170,170,0,208
"371",-160.039,-3.89141,0.020008,-0.401263,0.401009,1,171,171,0,208
"372",-159.732,-4.23843,0.0142249,-0.0563142,0.485925,1,172,172,0,208
"373",-159.841,-4.63708,0.00959304,0.476455,0.61691,1,173,173,0,208
"374",-159.978,-3.93816,0.0191117,-0.468061,0.385075,1,174,174,0,208
"375",-160.788,-3.49195,0.029542,-1.73078,0.150487,1,175,175,0,208
"376",-159.741,-4.21655,0.014535,0.18269,0.545546,1,176,176,0,208
"377",-159.714,-4.30368,0.0133384,0.526266,0.628612,1,177,177,0,208
"378",-160.274,-3.74012,0.0232002,2.2281,0.902745,1,178,178,0,208
"379",-160.573,-3.58648,0.0269494,-0.39493,0.402531,1,179,179,0,208
"380",-159.926,-3.98214,0.0183045,-0.75783,0.319118,1,180,180,0,208
"381",-162.317,-3.02845,0.0461569,0.918449,0.714726,1,181,181,0,208
"382",-163.68,-2.77239,0.0588347,-0.302723,0.424892,1,182,182,0,208
"383",-163.68,-2.77239,0.0588347,-1.40545,0.196953,1,183,183,0,208
"384",-162.302,-3.03179,0.0460104,-0.855943,0.298188,1,184,184,0,208
"385",-162.21,-3.05313,0.0450824,-0.207928,0.448204,1,185,185,0,208
"386",-161.544,-3.22825,0.0381164,-0.261153,0.43508,1,186,186,0,208
"387",-161.845,-3.14385,0.0413345,-0.887779,0.291568,1,187,187,0,208
"388",-161.993,-5.52031,0.00398863,-0.321251,0.420371,1,188,188,0,208
"389",-160.253,-4.92171,0.00723394,1.0533,0.741409,1,189,189,0,208
"390",-160.948,-5.20841,0.00544058,0.0254267,0.506356,1,190,190,0,208
"391",-160.956,-5.21127,0.00542516,-0.159798,0.460135,1,191,191,0,208
"392",-160.963,-5.21363,0.00541242,0.00608922,0.501522,1,192,192,0,208
"393",-161.36,-5.34172,0.00476482,-1.24763,0.22311,1,193,193,0,208
"394",-161.273,-5.31514,0.00489252,-0.0555852,0.486107,1,194,194,0,208
"395",-161.109,-5.26287,0.00515374,0.21088,0.552526,1,195,195,0,208
"396",-160.872,-5.18173,0.00558691,-0.356767,0.411742,1,196,196,0,208
"397",-159.713,-4.40409,0.0120795,1.81664,0.860162,1,197,197,0,208
"398",-159.715,-4.29729,0.0134228,-0.900928,0.28886,1,198,198,0,208
"399",-159.716,-4.29073,0.0135099,0.481138,0.618017,1,199,199,0,208
"400",-159.717,-4.28628,0.0135694,-1.35879,0.204437,1,200,200,0,208
"401",-237.058,-5.88616,0.00276993,1.03848,0.738556,1,1,1,0,312
"402",-236.163,-4.79794,0.00817929,-1.56319,0.173189,1,2,2,0,312
"403",-235.985,-4.91639,0.00727227,-0.365783,0.40956,1,3,3,0,312
"404",-235.898,-5.00242,0.00667678,1.51695,0.820088,1,4,4,0,312
"405",-235.835,-5.15962,0.0057111,-0.966701,0.275539,1,5,5,0,312
"406",-235.897,-5.3193,0.00487233,-1.21337,0.229106,1,6,6,0,312
"407",-235.849,-5.23583,0.00529422,-1.04617,0.259961,1,7,7,0,312
"408",-235.901,-4.99885,0.00670051,0.375758,0.59285,1,8,8,0,312
"409",-236.349,-4.70498,0.00896894,-0.675566,0.337252,1,9,9,0,312
"410",-235.907,-5.33193,0.00481145,2.2273,0.902674,1,10,10,0,312
"411",-236.022,-4.88722,0.00748589,0.635655,0.653771,1,11,11,0,312
"412",-236.492,-4.64408,0.00952678,-0.594689,0.35556,1,12,12,0,312
"413",-236.352,-4.7039,0.00897849,0.949718,0.721059,1,13,13,0,312
"414",-237.176,-4.41134,0.0119933,-0.0110174,0.497246,1,14,14,0,312
"415",-236.08,-4.84764,0.00778577,-0.531343,0.370204,1,15,15,0,312
"416",-236.258,-4.74822,0.00859267,0.0672473,0.516805,1,16,16,0,312
"417",-235.843,-5.21894,0.0053839,-0.297882,0.426075,1,17,17,0,312
"418",-235.836,-5.14436,0.00579841,-0.0513033,0.487177,1,18,18,0,312
"419",-236.161,-4.79931,0.00816814,-0.378384,0.406517,1,19,19,0,312
"420",-237.053,-4.44887,0.0115567,-1.10792,0.248259,1,20,20,0,312
"421",-236.658,-4.58046,0.0101462,-0.49653,0.378356,1,21,21,0,312
"422",-235.909,-4.98928,0.00676453,1.70738,0.846496,1,22,22,0,312
"423",-235.841,-5.11194,0.00598829,0.697227,0.667573,1,23,23,0,312
"424",-236.228,-4.76325,0.00846556,0.0367622,0.50919,1,24,24,0,312
"425",-236.017,-5.4341,0.00434618,0.675095,0.662643,1,25,25,0,312
"426",-235.848,-5.08829,0.00613076,-1.0171,0.265594,1,26,26,0,312
"427",-235.956,-5.38293,0.00457334,-0.463754,0.386096,1,27,27,0,312
"428",-237.05,-5.88338,0.00277761,-0.402332,0.400752,1,28,28,0,312
"429",-236.035,-5.44725,0.00428964,-0.161188,0.45979,1,29,29,0,312
"430",-235.851,-5.24273,0.00525803,-0.105079,0.473754,1,30,30,0,312
"431",-235.95,-4.94647,0.00705826,-1.95223,0.124311,1,31,31,0,312
"432",-235.982,-4.91877,0.00725512,-1.60541,0.167227,1,32,32,0,312
"433",-235.842,-5.10798,0.00601194,-0.663875,0.33987,1,33,33,0,312
"434",-237.597,-6.04042,0.00237491,-1.11681,0.246604,1,34,34,0,312
"435",-235.986,-5.40981,0.00445256,-0.154631,0.461419,1,35,35,0,312
"436",-237.909,-6.12069,0.00219213,-0.402655,0.400675,1,36,36,0,312
"437",-238.316,-6.21833,0.00198861,0.187731,0.546795,1,37,37,0,312
"438",-238.037,-6.15218,0.00212431,1.53678,0.822997,1,38,38,0,312
"439",-237.985,-6.13947,0.00215142,-0.594995,0.35549,1,39,39,0,312
"440",-238.332,-6.22194,0.00198145,0.484314,0.618766,1,40,40,0,312
"441",-238.648,-6.29325,0.00184534,-1.53724,0.176937,1,41,41,0,312
"442",-237.566,-6.03211,0.00239467,-0.367096,0.409243,1,42,42,0,312
"443",-236.388,-5.64154,0.00353487,-0.726856,0.325885,1,43,43,0,312
"444",-236.291,-5.59628,0.00369791,1.72663,0.848981,1,44,44,0,312
"445",-236.135,-5.51248,0.00401984,0.64556,0.656009,1,45,45,0,312
"446",-236.785,-4.53555,0.0106073,-0.667247,0.339114,1,46,46,0,312
"447",-236.868,-4.50763,0.0109043,1.0753,0.745603,1,47,47,0,312
"448",-235.916,-4.98108,0.00681983,0.508354,0.624421,1,48,48,0,312
"449",-235.917,-4.98076,0.00682201,-0.270222,0.432853,1,49,49,0,312
"450",-236.249,-4.7525,0.00855625,-0.70848,0.329935,1,50,50,0,312
"451",-236.309,-4.72347,0.0088061,-2.47766,0.0774396,1,51,51,0,312
"452",-235.844,-5.10326,0.00604017,0.168518,0.54203,1,52,52,0,312
"453",-236.083,-5.48006,0.00415178,-0.188608,0.452987,1,53,53,0,312
"454",-235.885,-5.01975,0.00656281,-1.37528,0.201768,1,54,54,0,312
"455",-235.892,-5.01007,0.00662627,1.72409,0.848655,1,55,55,0,312
"456",-236.584,-4.60824,0.0098709,-0.13556,0.466162,1,56,56,0,312
"457",-238.346,-4.1046,0.0162288,-1.34496,0.206696,1,57,57,0,312
"458",-238.298,-4.11595,0.0160487,0.93864,0.718825,1,58,58,0,312
"459",-238.819,-3.99481,0.0180781,0.300254,0.574505,1,59,59,0,312
"460",-236.654,-4.58208,0.0101299,0.80357,0.690738,1,60,60,0,312
"461",-236.865,-4.5086,0.0108939,1.65739,0.839887,1,61,61,0,312
"462",-237.967,-6.13505,0.00216094,0.118487,0.529587,1,62,62,0,312
"463",-237.33,-5.96703,0.0025553,-0.0589024,0.485279,1,63,63,0,312
"464",-236.245,-5.57329,0.00378358,1.74229,0.850977,1,64,64,0,312
"465",-236.123,-5.50553,0.0040478,0.0317735,0.507943,1,65,65,0,312
"466",-235.84,-5.20519,0.00545804,1.09548,0.749412,1,66,66,0,312
"467",-235.918,-4.97865,0.00683627,-1.33629,0.20812,1,67,67,0,312
"468",-235.909,-4.98975,0.00676132,-0.447505,0.389954,1,68,68,0,312
"469",-237.902,-6.119,0.00219582,0.664732,0.660322,1,69,69,0,312
"470",-235.837,-5.1304,0.00587944,-1.19646,0.232106,1,70,70,0,312
"471",-235.838,-5.12783,0.00589447,0.186895,0.546588,1,71,71,0,312
"472",-235.837,-5.1922,0.00552903,-0.691756,0.333643,1,72,72,0,312
"473",-235.883,-5.02351,0.00653837,1.32206,0.789525,1,73,73,0,312
"474",-235.84,-5.20621,0.00545253,-0.768838,0.316731,1,74,74,0,312
"475",-235.967,-5.39319,0.00452686,-0.762445,0.318116,1,75,75,0,312
"476",-236.05,-4.86769,0.00763244,0.958343,0.72279,1,76,76,0,312
"477",-236.689,-5.76207,0.00313473,-0.866065,0.296074,1,77,77,0,312
"478",-235.907,-5.33189,0.00481164,-0.0294834,0.49263,1,78,78,0,312
"479",-236.015,-5.43239,0.00435358,0.509521,0.624694,1,79,79,0,312
"480",-236.91,-5.83857,0.00290453,-0.584271,0.35795,1,80,80,0,312
"481",-237.352,-5.97334,0.00253926,0.404982,0.599884,1,81,81,0,312
"482",-237.223,-5.93597,0.0026357,0.711427,0.670716,1,82,82,0,312
"483",-236.689,-4.56922,0.0102597,0.0300279,0.507506,1,83,83,0,312
"484",-236.864,-4.50899,0.0108896,-1.64566,0.161696,1,84,84,0,312
"485",-236.081,-4.84709,0.00779004,-0.951547,0.278574,1,85,85,0,312
"486",-235.837,-5.18746,0.00555516,-1.4183,0.194928,1,86,86,0,312
"487",-235.927,-4.96972,0.00689721,1.18204,0.765314,1,87,87,0,312
"488",-235.841,-5.21212,0.00542055,0.373372,0.592274,1,88,88,0,312
"489",-235.852,-5.07935,0.00618547,-0.549714,0.365931,1,89,89,0,312
"490",-235.914,-4.98364,0.00680251,2.68831,0.936333,1,90,90,0,312
"491",-235.88,-5.29565,0.00498832,0.860172,0.702697,1,91,91,0,312
"492",-235.836,-5.13996,0.00582378,0.683354,0.664487,1,92,92,0,312
"493",-236.377,-5.63646,0.0035528,0.283723,0.570459,1,93,93,0,312
"494",-235.844,-5.10001,0.00605974,-0.380747,0.405947,1,94,94,0,312
"495",-235.87,-5.28057,0.00506373,0.213275,0.553118,1,95,95,0,312
"496",-236.647,-4.58458,0.0101049,-0.387079,0.404421,1,96,96,0,312
"497",-237.107,-4.43209,0.0117499,0.00117397,0.500293,1,97,97,0,312
"498",-237.038,-4.45349,0.011504,-0.354226,0.412358,1,98,98,0,312
"499",-237.004,-4.46395,0.0113856,1.02778,0.736486,1,99,99,0,312
"500",-237.24,-4.39255,0.0122181,-0.679416,0.336392,1,100,100,0,312
"501",-236.882,-4.50309,0.0109534,-0.736471,0.323776,1,101,101,0,312
"502",-236.718,-4.5591,0.010363,0.530588,0.62962,1,102,102,0,312
"503",-235.885,-5.30352,0.00494945,-0.291812,0.42756,1,103,103,0,312
"504",-236.306,-5.60335,0.00367195,-0.620392,0.349692,1,104,104,0,312
"505",-236.256,-5.57889,0.00376254,0.0736605,0.518407,1,105,105,0,312
"506",-235.88,-5.02717,0.00651464,2.31007,0.909707,1,106,106,0,312
"507",-236.789,-5.79772,0.00302528,-1.24936,0.22281,1,107,107,0,312
"508",-236.539,-5.70516,0.00331769,-0.663755,0.339897,1,108,108,0,312
"509",-236.842,-5.81582,0.00297117,0.23816,0.55926,1,109,109,0,312
"510",-235.845,-5.09701,0.00607784,0.602975,0.646337,1,110,110,0,312
"511",-235.842,-5.21607,0.00539931,-0.783793,0.313503,1,111,111,0,312
"512",-235.996,-5.41748,0.00441868,-0.233423,0.441908,1,112,112,0,312
"513",-238.075,-4.17041,0.0152109,-1.74568,0.148593,1,113,113,0,312
"514",-236.569,-4.61376,0.00981718,1.41456,0.804484,1,114,114,0,312
"515",-236.415,-4.6761,0.00922934,-0.17127,0.457287,1,115,115,0,312
"516",-236.381,-4.69079,0.0090959,1.43637,0.807891,1,116,116,0,312
"517",-236.345,-5.62208,0.00360408,-0.427151,0.394807,1,117,117,0,312
"518",-236.29,-5.59576,0.00369985,-1.10045,0.249656,1,118,118,0,312
"519",-236.364,-5.63056,0.00357375,0.55105,0.634379,1,119,119,0,312
"520",-236.414,-5.6527,0.00349576,-0.520971,0.372625,1,120,120,0,312
"521",-236.387,-5.64101,0.00353672,0.618142,0.649796,1,121,121,0,312
"522",-236.105,-4.83222,0.00790581,0.800429,0.690066,1,122,122,0,312
"523",-236.082,-4.84633,0.00779593,1.31856,0.788942,1,123,123,0,312
"524",-235.958,-4.93909,0.00711019,-0.46205,0.3865,1,124,124,0,312
"525",-236.063,-4.85865,0.0077012,-1.78218,0.144034,1,125,125,0,312
"526",-236.03,-5.44357,0.00430542,-1.21366,0.229054,1,126,126,0,312
"527",-236.04,-5.45067,0.00427508,0.920671,0.715179,1,127,127,0,312
"528",-235.839,-5.12061,0.00593692,-0.309428,0.423254,1,128,128,0,312
"529",-235.849,-5.23598,0.00529343,0.338881,0.583919,1,129,129,0,312
"530",-236.367,-4.69689,0.0090411,-0.448006,0.389835,1,130,130,0,312
"531",-235.884,-5.30252,0.00495438,-2.60877,0.068576,1,131,131,0,312
"532",-235.94,-4.95592,0.00699236,-1.32617,0.209793,1,132,132,0,312
"533",-235.857,-5.25616,0.00518822,-1.44026,0.191506,1,133,133,0,312
"534",-235.856,-5.25235,0.00520792,0.574941,0.639902,1,134,134,0,312
"535",-235.849,-5.08628,0.00614301,-1.07957,0.253587,1,135,135,0,312
"536",-236.194,-5.54616,0.00388724,-0.861482,0.29703,1,136,136,0,312
"537",-236.964,-5.85637,0.00285345,0.00617456,0.501544,1,137,137,0,312
"538",-236.734,-5.77825,0.00308458,0.0201156,0.505029,1,138,138,0,312
"539",-235.934,-5.36185,0.0046703,0.243668,0.560617,1,139,139,0,312
"540",-236.118,-5.50218,0.00406131,0.559392,0.636312,1,140,140,0,312
"541",-236.963,-4.477,0.0112397,-0.252092,0.437309,1,141,141,0,312
"542",-237.012,-4.46136,0.0114148,1.02159,0.735283,1,142,142,0,312
"543",-236.689,-4.56944,0.0102574,0.70135,0.668487,1,143,143,0,312
"544",-236.103,-5.49299,0.00409864,-0.565495,0.362277,1,144,144,0,312
"545",-236.552,-5.71015,0.00330123,1.20618,0.769622,1,145,145,0,312
"546",-235.835,-5.15998,0.00570904,-0.799505,0.310131,1,146,146,0,312
"547",-235.835,-5.15998,0.00570904,-1.5875,0.169736,1,147,147,0,312
"548",-235.862,-5.26555,0.00514,-0.731425,0.324882,1,148,148,0,312
"549",-236.039,-5.45026,0.00427684,-1.08809,0.251979,1,149,149,0,312
"550",-235.843,-5.10458,0.00603226,-0.304379,0.424487,1,150,150,0,312
"551",-236.269,-4.74254,0.00864118,-0.109563,0.472637,1,151,151,0,312
"552",-236.241,-5.57101,0.00379222,0.0280508,0.507012,1,152,152,0,312
"553",-236.178,-5.53748,0.00392102,-0.264643,0.434223,1,153,153,0,312
"554",-236.142,-5.51701,0.00400178,1.17945,0.764848,1,154,154,0,312
"555",-236.248,-5.57482,0.00377782,1.04939,0.740657,1,155,155,0,312
"556",-235.914,-4.98414,0.00679912,-1.06603,0.25616,1,156,156,0,312
"557",-235.858,-5.06506,0.00627395,-0.331665,0.417836,1,157,157,0,312
"558",-236.054,-4.86495,0.00765317,1.49591,0.816964,1,158,158,0,312
"559",-235.902,-4.9975,0.00670947,0.523534,0.627974,1,159,159,0,312
"560",-235.839,-5.12099,0.00593469,-0.635013,0.346375,1,160,160,0,312
"561",-235.847,-5.093,0.00610213,-3.09718,0.0432239,1,161,161,0,312
"562",-235.928,-5.35568,0.00469907,-0.759475,0.31876,1,162,162,0,312
"563",-236.062,-5.4665,0.0042082,0.118532,0.529598,1,163,163,0,312
"564",-236.456,-5.67076,0.00343342,0.361848,0.589488,1,164,164,0,312
"565",-236.434,-4.66784,0.00930509,-0.0525945,0.486854,1,165,165,0,312
"566",-236.595,-5.72702,0.00324618,0.451093,0.610899,1,166,166,0,312
"567",-235.981,-4.91965,0.00724874,-1.32769,0.209542,1,167,167,0,312
"568",-235.851,-5.08046,0.00617861,1.49997,0.81757,1,168,168,0,312
"569",-235.835,-5.1618,0.00569871,1.96739,0.877331,1,169,169,0,312
"570",-235.868,-5.04701,0.00638747,0.616233,0.649361,1,170,170,0,312
"571",-236.355,-4.70255,0.00899057,-1.8022,0.141583,1,171,171,0,312
"572",-236.495,-4.64286,0.00953823,1.29083,0.784287,1,172,172,0,312
"573",-236.653,-4.58243,0.0101264,-0.0960563,0.476004,1,173,173,0,312
"574",-235.931,-4.96568,0.00692493,0.697785,0.667697,1,174,174,0,312
"575",-236.467,-4.65418,0.0094319,-0.142051,0.464547,1,175,175,0,312
"576",-236.645,-4.58522,0.0100985,1.10863,0.751874,1,176,176,0,312
"577",-235.87,-5.04383,0.00640769,-1.68656,0.156228,1,177,177,0,312
"578",-235.837,-5.13586,0.00584762,0.890525,0.708999,1,178,178,0,312
"579",-236.259,-4.74736,0.00859996,0.386997,0.59556,1,179,179,0,312
"580",-235.864,-5.26978,0.00511842,1.00399,0.731842,1,180,180,0,312
"581",-235.991,-4.91142,0.00730823,-0.39493,0.402531,1,181,181,0,312
"582",-235.845,-5.22555,0.00534865,-0.75783,0.319118,1,182,182,0,312
"583",-236.488,-4.6457,0.00951145,0.77901,0.685467,1,183,183,0,312
"584",-235.945,-4.95159,0.00702248,-0.302723,0.424892,1,184,184,0,312
"585",-235.863,-5.26726,0.00513127,-1.31787,0.211174,1,185,185,0,312
"586",-236.272,-4.74095,0.00865476,-0.83605,0.302367,1,186,186,0,312
"587",-236.243,-4.75552,0.00853068,0.380362,0.59396,1,187,187,0,312
"588",-235.924,-5.35174,0.00471752,-0.00427445,0.498931,1,188,188,0,312
"589",-236.441,-4.66527,0.00932889,0.286896,0.571236,1,189,189,0,312
"590",-236.449,-4.66179,0.00936105,-1.29309,0.21533,1,190,190,0,312
"591",-236.317,-4.7196,0.00883986,-0.77269,0.315897,1,191,191,0,312
"592",-235.84,-5.11616,0.00596327,-0.159798,0.460135,1,192,192,0,312
"593",-235.903,-5.32746,0.00483293,-0.862652,0.296786,1,193,193,0,312
"594",-236.345,-5.62207,0.00360409,0.143837,0.535897,1,194,194,0,312
"595",-236.203,-5.55126,0.00386756,-2.58151,0.070338,1,195,195,0,312
"596",-237.87,-4.22162,0.0144626,-0.356767,0.411742,1,196,196,0,312
"597",-238.056,-4.17502,0.0151421,-2.06606,0.11244,1,197,197,0,312
"598",-238.268,-4.12334,0.0159324,-0.499571,0.377642,1,198,198,0,312
"599",-237.951,-4.20133,0.0147547,-0.900928,0.28886,1,199,199,0,312
"600",-237.496,-4.32032,0.0131211,0.481138,0.618017,1,200,200,0,312
"601",-308.142,-5.30887,0.00492316,-0.343417,0.41498,1,1,1,0,416
"602",-308.252,-5.4609,0.00423173,-0.694348,0.333067,1,2,2,0,416
"603",-308.242,-5.45166,0.00427087,-0.799219,0.310193,1,3,3,0,416
"604",-308.13,-5.22118,0.00537191,-0.224802,0.444035,1,4,4,0,416
"605",-308.13,-5.22249,0.00536493,-0.349131,0.413593,1,5,5,0,416
"606",-308.953,-4.62439,0.00971433,-0.0345908,0.491353,1,6,6,0,416
"607",-308.97,-4.61732,0.00978257,-0.675566,0.337252,1,7,7,0,416
"608",-308.132,-5.26959,0.0051194,2.2273,0.902674,1,8,8,0,416
"609",-308.506,-5.63147,0.00357052,0.635655,0.653771,1,9,9,0,416
"610",-308.209,-5.05297,0.00634976,0.487089,0.61942,1,10,10,0,416
"611",-308.193,-5.39802,0.00450515,0.339202,0.583997,1,11,11,0,416
"612",-308.147,-5.32253,0.0048567,-0.174993,0.456363,1,12,12,0,416
"613",-308.13,-5.21853,0.00538611,-0.165047,0.458832,1,13,13,0,416
"614",-308.15,-5.32896,0.00482573,0.210196,0.552356,1,14,14,0,416
"615",-308.605,-4.77861,0.0083376,0.0346577,0.508664,1,15,15,0,416
"616",-308.639,-4.76208,0.00847538,-1.28654,0.216438,1,16,16,0,416
"617",-308.203,-5.41032,0.00445034,-0.279207,0.430648,1,17,17,0,416
"618",-308.242,-5.01813,0.0065734,0.588219,0.642956,1,18,18,0,416
"619",-309.779,-6.07888,0.0022855,-0.881813,0.292802,1,19,19,0,416
"620",-310.222,-6.19156,0.00204246,1.70738,0.846496,1,20,20,0,416
"621",-310.108,-6.16359,0.00210026,0.0248914,0.506223,1,21,21,0,416
"622",-308.509,-5.63337,0.00356374,1.33047,0.790919,1,22,22,0,416
"623",-309.28,-5.93486,0.00263861,0.448939,0.610387,1,23,23,0,416
"624",-308.525,-5.64176,0.00353408,0.0926952,0.523157,1,24,24,0,416
"625",-308.596,-5.67677,0.00341293,0.369538,0.591347,1,25,25,0,416
"626",-308.482,-4.84504,0.00780586,1.00881,0.732787,1,26,26,0,416
"627",-308.577,-4.79293,0.00822004,-0.464987,0.385804,1,27,27,0,416
"628",-308.569,-4.79752,0.00818269,-0.161188,0.45979,1,28,28,0,416
"629",-308.689,-4.73797,0.00868043,-0.105079,0.473754,1,29,29,0,416
"630",-309.31,-4.49071,0.0110884,-1.54718,0.175494,1,30,30,0,416
"631",-312.691,-6.69747,0.00123251,-0.522881,0.372179,1,31,31,0,416
"632",-312.258,-6.61812,0.00133416,1.28199,0.782788,1,32,32,0,416
"633",-308.513,-4.8275,0.00794294,-0.154631,0.461419,1,33,33,0,416
"634",-308.921,-5.81265,0.00298059,-1.0578,0.25773,1,34,34,0,416
"635",-308.977,-5.83315,0.00292029,-0.130218,0.467491,1,35,35,0,416
"636",-308.225,-5.03532,0.00646206,0.99518,0.73011,1,36,36,0,416
"637",-308.142,-5.30754,0.00492969,-0.502507,0.376952,1,37,37,0,416
"638",-308.141,-5.16801,0.00566363,-0.109065,0.472761,1,38,38,0,416
"639",-309.618,-4.38684,0.0122871,0.672415,0.662044,1,39,39,0,416
"640",-309.843,-4.31491,0.0131914,-1.8429,0.136709,1,40,40,0,416
"641",-308.966,-4.619,0.0097663,-0.726856,0.325885,1,41,41,0,416
"642",-308.862,-4.66147,0.00936404,1.72663,0.848981,1,42,42,0,416
"643",-308.359,-4.92231,0.00722964,-0.121998,0.469538,1,43,43,0,416
"644",-308.156,-5.34091,0.00476864,0.712533,0.670961,1,44,44,0,416
"645",-308.13,-5.22547,0.00534905,0.064012,0.515998,1,45,45,0,416
"646",-308.132,-5.26938,0.00512043,0.229298,0.557075,1,46,46,0,416
"647",-308.267,-4.99483,0.00672732,0.923817,0.715819,1,47,47,0,416
"648",-308.304,-5.50494,0.00405018,0.229856,0.557212,1,48,48,0,416
"649",-308.298,-5.49988,0.00407061,-2.47766,0.0774396,1,49,49,0,416
"650",-308.422,-4.88094,0.00753273,-1.75889,0.146929,1,50,50,0,416
"651",-308.137,-5.18139,0.00558877,0.62767,0.651961,1,51,51,0,416
"652",-308.16,-5.12249,0.00592584,0.0153916,0.503848,1,52,52,0,416
"653",-308.618,-5.68703,0.00337819,-1.65576,0.160332,1,53,53,0,416
"654",-308.855,-5.78755,0.00305613,-0.13556,0.466162,1,54,54,0,416
"655",-309.055,-4.58426,0.0101081,-0.5253,0.371614,1,55,55,0,416
"656",-308.966,-4.61906,0.00976578,-1.08027,0.253455,1,56,56,0,416
"657",-308.888,-4.6506,0.00946544,0.824677,0.695228,1,57,57,0,416
"658",-308.212,-5.42036,0.00440605,-0.242325,0.439713,1,58,58,0,416
"659",-308.147,-5.32162,0.00486109,1.65739,0.839887,1,59,59,0,416
"660",-309.245,-4.51394,0.0108365,0.118487,0.529587,1,60,60,0,416
"661",-308.751,-4.70954,0.00892845,-0.0589024,0.485279,1,61,61,0,416
"662",-308.668,-4.74798,0.00859465,-0.865569,0.296177,1,62,62,0,416
"663",-308.715,-4.726,0.00878402,1.54835,0.824675,1,63,63,0,416
"664",-308.606,-4.77843,0.00833905,0.952292,0.721576,1,64,64,0,416
"665",-308.46,-5.60624,0.00366142,-0.530294,0.370448,1,65,65,0,416
"666",-308.688,-5.71887,0.00327268,-1.00222,0.268506,1,66,66,0,416
"667",-308.48,-5.61762,0.00362011,-0.145131,0.463781,1,67,67,0,416
"668",-308.651,-5.7024,0.00332685,-1.78224,0.144027,1,68,68,0,416
"669",-308.286,-5.49046,0.00410899,-0.247861,0.43835,1,69,69,0,416
"670",-308.386,-5.56213,0.00382591,-0.313532,0.422253,1,70,70,0,416
"671",-308.403,-5.57301,0.00378466,0.160684,0.540085,1,71,71,0,416
