"","lp__","logit_alpha","alpha","logit_alpha_prior","alpha_prior",".chain",".iteration",".draw","true_alpha","nobservations"
"926",-380.485,-5.67596,0.00341569,1.04939,0.740657,1,126,126,0,520
"927",-379.953,-5.15729,0.00572435,-1.06603,0.25616,1,127,127,0,520
"928",-379.971,-5.10122,0.00605248,-0.331665,0.417836,1,128,128,0,520
"929",-380.531,-4.69311,0.00907503,0.985981,0.728293,1,129,129,0,520
"930",-380.14,-4.90982,0.00731985,-2.16684,0.102768,1,130,130,0,520
"931",-380.445,-4.73182,0.00873348,0.373406,0.592282,1,131,131,0,520
"932",-380.381,-4.76334,0.00846482,0.368746,0.591156,1,132,132,0,520
"933",-380.07,-4.96848,0.00690566,-0.0477832,0.488056,1,133,133,0,520
"934",-380.141,-4.90842,0.00732999,0.0263599,0.50659,1,134,134,0,520
"935",-380.009,-5.03681,0.00645252,0.118532,0.529598,1,135,135,0,520
"936",-380.544,-4.68722,0.00912819,-0.864107,0.296482,1,136,136,0,520
"937",-380.335,-4.78751,0.00826431,0.0591774,0.51479,1,137,137,0,520
"938",-380.277,-4.81977,0.00800405,-0.496946,0.378259,1,138,138,0,520
"939",-380.129,-4.91807,0.00726013,-0.68874,0.334313,1,139,139,0,520
"940",-380.247,-4.83714,0.00786729,-0.559855,0.363581,1,140,140,0,520
"941",-380.894,-4.55268,0.010429,-1.107,0.248431,1,141,141,0,520
"942",-380.002,-5.04558,0.00639654,1.06496,0.743638,1,142,142,0,520
"943",-380.046,-4.99202,0.00674613,1.40956,0.803696,1,143,143,0,520
"944",-380.697,-4.62453,0.00971303,1.11976,0.753944,1,144,144,0,520
"945",-379.981,-5.31195,0.00490807,-0.401263,0.401009,1,145,145,0,520
"946",-380.19,-5.51624,0.00400484,-0.0563142,0.485925,1,146,146,0,520
"947",-379.995,-5.33457,0.00479884,-2.61923,0.0679111,1,147,147,0,520
"948",-380.169,-5.50196,0.00406218,1.61319,0.833854,1,148,148,0,520
"949",-379.987,-5.32266,0.00485605,1.72222,0.848414,1,149,149,0,520
"950",-381.209,-5.93887,0.00262808,2.1354,0.894297,1,150,150,0,520
"951",-381.33,-5.97509,0.00253483,0.386997,0.59556,1,151,151,0,520
"952",-381.42,-6.00074,0.0024708,0.691195,0.666233,1,152,152,0,520
"953",-381.15,-5.9207,0.00267615,1.32083,0.789319,1,153,153,0,520
"954",-381.055,-5.89048,0.00275803,-0.39493,0.402531,1,154,154,0,520
"955",-381.527,-6.03078,0.00239786,-0.75783,0.319118,1,155,155,0,520
"956",-380.124,-5.46867,0.00419915,2.50191,0.924275,1,156,156,0,520
"957",-380.011,-5.03319,0.0064758,-0.270899,0.432686,1,157,157,0,520
"958",-380.024,-5.01766,0.00657648,-1.40545,0.196953,1,158,158,0,520
"959",-380.012,-5.03272,0.00647883,-0.855943,0.298188,1,159,159,0,520
"960",-380.115,-4.92889,0.00718259,0.77008,0.683538,1,160,160,0,520
"961",-379.993,-5.33217,0.0048103,-0.779889,0.314344,1,161,161,0,520
"962",-380.016,-5.02705,0.00651542,2.07369,0.888319,1,162,162,0,520
"963",-380.991,-5.86982,0.00281543,1.80853,0.859184,1,163,163,0,520
"964",-380.918,-5.84517,0.0028855,-0.539557,0.368291,1,164,164,0,520
"965",-380.346,-5.60851,0.00365313,0.0254267,0.506356,1,165,165,0,520
"966",-380.442,-5.65632,0.00348317,-0.159798,0.460135,1,166,166,0,520
"967",-380.537,-5.69912,0.00333774,0.00608922,0.501522,1,167,167,0,520
"968",-380.877,-5.83086,0.00292697,-1.24763,0.22311,1,168,168,0,520
"969",-380.924,-5.84713,0.00287985,0.00394779,0.500987,1,169,169,0,520
"970",-380.311,-5.58946,0.00372312,1.04685,0.74017,1,170,170,0,520
"971",-380.118,-4.92637,0.00720058,0.205782,0.551265,1,171,171,0,520
"972",-379.95,-5.19509,0.00551317,-0.562073,0.363068,1,172,172,0,520
"973",-381.623,-6.05697,0.00233601,0.502899,0.62314,1,173,173,0,520
"974",-381.128,-5.9138,0.00269461,-0.224328,0.444152,1,174,174,0,520
"975",-380.732,-5.77819,0.00308476,-0.791182,0.311915,1,175,175,0,520
"976",-379.965,-5.11603,0.00596404,1.18195,0.765299,1,176,176,0,520
"977",-379.95,-5.19426,0.00551772,-1.83941,0.137122,1,177,177,0,520
"978",-380.152,-4.90026,0.00738965,0.306823,0.576109,1,178,178,0,520
"979",-380.013,-5.03118,0.00648875,-0.19328,0.45183,1,179,179,0,520
"980",-380.014,-5.02975,0.00649794,-1.35839,0.204503,1,180,180,0,520
"981",-379.972,-5.09897,0.00606604,-1.07362,0.254715,1,181,181,0,520
"982",-380.008,-5.35392,0.00470733,0.0983659,0.524572,1,182,182,0,520
"983",-380.031,-5.00883,0.00663441,-0.81127,0.30762,1,183,183,0,520
"984",-380.118,-4.92678,0.00719765,1.06499,0.743644,1,184,184,0,520
"985",-380.987,-4.52125,0.0107584,-0.501128,0.377276,1,185,185,0,520
"986",-381.06,-4.49777,0.0110112,-0.66722,0.33912,1,186,186,0,520
"987",-382.69,-4.09187,0.0164334,-0.914389,0.286103,1,187,187,0,520
"988",-381.217,-4.44912,0.0115538,1.95324,0.8758,1,188,188,0,520
"989",-380.355,-4.77669,0.00835349,2.24973,0.904627,1,189,189,0,520
"990",-381.096,-5.9038,0.00272163,0.883906,0.707631,1,190,190,0,520
"991",-379.982,-5.3138,0.00489904,-0.537713,0.36872,1,191,191,0,520
"992",-380.03,-5.38135,0.00458052,0.217236,0.554096,1,192,192,0,520
"993",-379.95,-5.18256,0.00558227,1.83187,0.861985,1,193,193,0,520
"994",-379.95,-5.18358,0.0055766,0.302719,0.575107,1,194,194,0,520
"995",-379.952,-5.16237,0.00569546,-0.320788,0.420484,1,195,195,0,520
"996",-380.46,-5.6645,0.00345492,-0.825209,0.304659,1,196,196,0,520
"997",-380.482,-5.67464,0.00342018,-1.16679,0.237436,1,197,197,0,520
"998",-379.977,-5.08802,0.00613241,1.10975,0.752083,1,198,198,0,520
"999",-379.993,-5.33219,0.00481024,-0.907559,0.2875,1,199,199,0,520
"1000",-380.072,-4.96669,0.00691798,-1.23906,0.2246,1,200,200,0,520
"1001",-60.6806,-1.15867,0.238909,1.00672,0.732378,1,1,1,0.2,104
"1002",-60.7684,-1.44191,0.19125,-0.0110174,0.497246,1,2,2,0.2,104
"1003",-61.2544,-1.61464,0.165946,-0.165047,0.458832,1,3,3,0.2,104
"1004",-60.7482,-1.43135,0.192888,0.0672473,0.516805,1,4,4,0.2,104
"1005",-60.7154,-1.41272,0.195805,-0.781391,0.31402,1,5,5,0.2,104
"1006",-60.6606,-1.17278,0.236354,-0.896244,0.289823,1,6,6,0.2,104
"1007",-60.7818,-1.10518,0.248771,0.00201745,0.500504,1,7,7,0.2,104
"1008",-60.6081,-1.22894,0.226368,-1.57143,0.172013,1,8,8,0.2,104
"1009",-61.1019,-1.56984,0.172239,1.29162,0.784421,1,9,9,0.2,104
"1010",-60.6091,-1.22717,0.226677,0.379812,0.593828,1,10,10,0.2,104
"1011",-60.6816,-1.15796,0.239038,-1.38416,0.200342,1,11,11,0.2,104
"1012",-60.761,-1.11459,0.247016,0.448939,0.610387,1,12,12,0.2,104
"1013",-60.737,-1.12628,0.244848,0.847096,0.699958,1,13,13,0.2,104
"1014",-60.7186,-1.13591,0.243072,-0.376169,0.407051,1,14,14,0.2,104
"1015",-60.6976,-1.40157,0.197568,1.66717,0.841198,1,15,15,0.2,104
"1016",-60.6104,-1.22493,0.22707,0.125745,0.531395,1,16,16,0.2,104
"1017",-61.5115,-0.910534,0.286891,-0.161188,0.45979,1,17,17,0.2,104
"1018",-61.6867,-0.878854,0.293415,-0.105079,0.473754,1,18,18,0.2,104
"1019",-61.7995,-0.859871,0.297366,-1.95223,0.124311,1,19,19,0.2,104
"1020",-61.5891,-0.89613,0.289846,0.075713,0.518919,1,20,20,0.2,104
"1021",-60.7766,-1.10747,0.248343,-0.314058,0.422124,1,21,21,0.2,104
"1022",-60.7292,-1.13025,0.244114,0.434179,0.606871,1,22,22,0.2,104
"1023",-60.8029,-1.45869,0.188668,-0.083353,0.479174,1,23,23,0.2,104
"1024",-61.747,-0.868592,0.295547,-0.660208,0.340693,1,24,24,0.2,104
"1025",-61.3443,-0.943935,0.280106,2.97595,0.951476,1,25,25,0.2,104
"1026",-60.9098,-1.05654,0.25797,1.53678,0.822997,1,26,26,0.2,104
"1027",-60.8799,-1.06681,0.25601,-0.502507,0.376952,1,27,27,0.2,104
"1028",-60.6024,-1.30394,0.213502,1.18738,0.766271,1,28,28,0.2,104
"1029",-60.613,-1.22093,0.227772,0.384706,0.595008,1,29,29,0.2,104
"1030",-60.6857,-1.39359,0.198836,1.0339,0.737672,1,30,30,0.2,104
"1031",-61.0646,-1.55803,0.17393,-0.532558,0.369921,1,31,31,0.2,104
"1032",-61.1969,-1.59832,0.168216,0.805297,0.691106,1,32,32,0.2,104
"1033",-61.5449,-1.68924,0.155875,-1.69709,0.154846,1,33,33,0.2,104
"1034",-62.9146,-1.96087,0.123373,-0.667247,0.339114,1,34,34,0.2,104
"1035",-62.9447,-1.96607,0.122812,1.0753,0.745603,1,35,35,0.2,104
"1036",-63.0193,-1.97889,0.121437,-0.209955,0.447703,1,36,36,0.2,104
"1037",-63.1007,-1.99275,0.119967,0.117249,0.529279,1,37,37,0.2,104
"1038",-63.2427,-2.0166,0.117471,-0.413022,0.398188,1,38,38,0.2,104
"1039",-63.5537,-2.0676,0.112286,-0.70848,0.329935,1,39,39,0.2,104
"1040",-61.4336,-1.66196,0.1595,-2.20472,0.0993279,1,40,40,0.2,104
"1041",-60.653,-1.36852,0.202859,1.3769,0.798492,1,41,41,0.2,104
"1042",-60.5964,-1.26472,0.220162,1.14163,0.757979,1,42,42,0.2,104
"1043",-60.9276,-1.05069,0.259093,-1.16332,0.238065,1,43,43,0.2,104
"1044",-60.6496,-1.36555,0.20334,-0.779759,0.314372,1,44,44,0.2,104
"1045",-60.6583,-1.37295,0.202144,1.00473,0.731987,1,45,45,0.2,104
"1046",-61.3933,-1.65171,0.160878,-0.496826,0.378287,1,46,46,0.2,104
"1047",-60.8419,-1.08067,0.253379,0.304575,0.575561,1,47,47,0.2,104
"1048",-60.6675,-1.38027,0.200965,0.0843863,0.521084,1,48,48,0.2,104
"1049",-60.6301,-1.34636,0.206466,1.65739,0.839887,1,49,49,0.2,104
"1050",-62.4877,-0.760473,0.318544,-1.60016,0.167959,1,50,50,0.2,104
"1051",-61.8719,-0.848187,0.299813,-0.0589024,0.485279,1,51,51,0.2,104
"1052",-61.5148,-0.909906,0.287019,-0.865569,0.296177,1,52,52,0.2,104
"1053",-61.455,-0.921421,0.284668,1.54835,0.824675,1,53,53,0.2,104
"1054",-61.1884,-0.978872,0.273116,0.952292,0.721576,1,54,54,0.2,104
"1055",-61.0788,-1.56256,0.173279,-0.530294,0.370448,1,55,55,0.2,104
"1056",-61.2276,-1.6071,0.166992,-1.00222,0.268506,1,56,56,0.2,104
"1057",-61.0022,-1.53728,0.176931,-0.145131,0.463781,1,57,57,0.2,104
"1058",-61.1609,-1.58779,0.169696,-1.78224,0.144027,1,58,58,0.2,104
"1059",-60.7763,-1.44587,0.190637,-0.247861,0.43835,1,59,59,0.2,104
"1060",-60.8551,-1.48178,0.185159,-0.313532,0.422253,1,60,60,0.2,104
"1061",-60.8718,-1.48868,0.18412,0.160684,0.540085,1,61,61,0.2,104
"1062",-60.9496,-1.51867,0.179657,0.429747,0.605813,1,62,62,0.2,104
"1063",-61.1959,-0.977089,0.27347,-0.768838,0.316731,1,63,63,0.2,104
"1064",-60.6998,-1.14663,0.241105,-0.762445,0.318116,1,64,64,0.2,104
"1065",-60.7433,-1.12308,0.24544,0.958343,0.72279,1,65,65,0.2,104
"1066",-60.8031,-1.09608,0.250475,-0.866065,0.296074,1,66,66,0.2,104
"1067",-61.7448,-0.86895,0.295473,-0.0568436,0.485793,1,67,67,0.2,104
"1068",-62.3112,-0.783827,0.313496,-0.408174,0.39935,1,68,68,0.2,104
"1069",-61.0961,-1.0019,0.268569,-0.682033,0.335808,1,69,69,0.2,104
"1070",-60.8292,-1.08557,0.252453,0.121428,0.53032,1,70,70,0.2,104
"1071",-60.6121,-1.32282,0.21035,-1.06577,0.256208,1,71,71,0.2,104
"1072",-61.478,-0.916941,0.285582,1.25572,0.778289,1,72,72,0.2,104
"1073",-60.6461,-1.18448,0.234248,0.0144096,0.503602,1,73,73,0.2,104
"1074",-60.6211,-1.20996,0.229708,-0.468408,0.384993,1,74,74,0.2,104
"1075",-60.9489,-1.0439,0.260399,0.700472,0.668292,1,75,75,0.2,104
"1076",-60.9143,-1.05506,0.258254,1.52128,0.820727,1,76,76,0.2,104
"1077",-60.6505,-1.36635,0.20321,-0.0901853,0.477469,1,77,77,0.2,104
"1078",-60.5987,-1.25189,0.222373,-1.18761,0.233686,1,78,78,0.2,104
"1079",-60.6577,-1.37251,0.202215,0.0400252,0.510005,1,79,79,0.2,104
"1080",-60.5961,-1.26935,0.219368,0.683354,0.664487,1,80,80,0.2,104
"1081",-61.1059,-1.57109,0.172062,0.283723,0.570459,1,81,81,0.2,104
"1082",-60.5975,-1.25753,0.2214,-0.380747,0.405947,1,82,82,0.2,104
"1083",-60.6281,-1.20186,0.231145,-1.83072,0.138153,1,83,83,0.2,104
"1084",-60.7961,-1.09902,0.249924,-0.136618,0.465898,1,84,84,0.2,104
"1085",-60.6458,-1.18473,0.234203,0.457479,0.612416,1,85,85,0.2,104
"1086",-61.3735,-0.937824,0.28134,0.29303,0.572738,1,86,86,0.2,104
"1087",-61.1589,-1.58719,0.16978,-1.02571,0.263916,1,87,87,0.2,104
"1088",-61.2172,-1.60417,0.1674,-1.34072,0.207391,1,88,88,0.2,104
"1089",-61.3335,-1.63611,0.162994,-0.175045,0.45635,1,89,89,0.2,104
"1090",-60.7877,-1.45149,0.189772,0.790165,0.687867,1,90,90,0.2,104
"1091",-60.8319,-1.47182,0.186666,-0.620392,0.349692,1,91,91,0.2,104
"1092",-60.8302,-1.47105,0.186783,0.0736605,0.518407,1,92,92,0.2,104
"1093",-60.6177,-1.21432,0.228938,2.31007,0.909707,1,93,93,0.2,104
"1094",-61.6455,-1.71283,0.152797,-1.24936,0.22281,1,94,94,0.2,104
"1095",-61.4316,-1.66146,0.159566,-0.663755,0.339897,1,95,95,0.2,104
"1096",-61.7874,-1.74461,0.148728,0.23816,0.55926,1,96,96,0.2,104
"1097",-60.6361,-1.35272,0.205425,0.602975,0.646337,1,97,97,0.2,104
"1098",-60.6334,-1.19635,0.232126,-0.783793,0.313503,1,98,98,0.2,104
"1099",-60.6724,-1.38399,0.200369,-0.233423,0.441908,1,99,99,0.2,104
"1100",-63.314,-0.664002,0.339841,-0.36902,0.408778,1,100,100,0.2,104
"1101",-62.9259,-0.707052,0.330251,1.41456,0.804484,1,101,101,0.2,104
"1102",-62.2069,-0.798238,0.310403,-0.17127,0.457287,1,102,102,0.2,104
"1103",-61.8786,-0.847122,0.300037,1.43637,0.807891,1,103,103,0.2,104
"1104",-60.5961,-1.26976,0.219298,0.734289,0.675746,1,104,104,0.2,104
"1105",-60.6117,-1.22295,0.227418,0.369167,0.591258,1,105,105,0.2,104
"1106",-60.5961,-1.27432,0.218519,-0.541116,0.367928,1,106,106,0.2,104
"1107",-60.6445,-1.1859,0.233993,0.369142,0.591252,1,107,107,0.2,104
"1108",-61.0192,-1.02289,0.264465,0.613029,0.648631,1,108,108,0.2,104
"1109",-60.6247,-1.34015,0.207486,0.85643,0.701914,1,109,109,0.2,104
"1110",-60.9541,-1.52032,0.179414,1.31856,0.788942,1,110,110,0.2,104
"1111",-60.6867,-1.39423,0.198733,-0.792653,0.311599,1,111,111,0.2,104
"1112",-60.6159,-1.2167,0.228517,-1.78218,0.144034,1,112,112,0.2,104
"1113",-60.6125,-1.2217,0.227637,-0.203425,0.449319,1,113,113,0.2,104
"1114",-60.7055,-1.1433,0.241716,-0.334885,0.417052,1,114,114,0.2,104
"1115",-60.6188,-1.21288,0.229191,0.911495,0.713306,1,115,115,0.2,104
"1116",-60.9183,-1.05372,0.258511,-0.342051,0.415311,1,116,116,0.2,104
"1117",-60.6352,-1.19449,0.232457,-0.122684,0.469367,1,117,117,0.2,104
"1118",-61.2564,-1.61518,0.165871,1.473,0.813513,1,118,118,0.2,104
"1119",-60.8499,-1.4796,0.185488,1.03234,0.737369,1,119,119,0.2,104
"1120",-60.603,-1.23924,0.224569,-2.3878,0.0841076,1,120,120,0.2,104
"1121",-60.7459,-1.12181,0.245676,0.149071,0.537199,1,121,121,0.2,104
"1122",-61.1793,-0.981048,0.272684,2.03669,0.884596,1,122,122,0.2,104
"1123",-62.5467,-1.89539,0.130631,0.39366,0.597164,1,123,123,0.2,104
"1124",-61.3112,-1.63015,0.16381,0.0201156,0.505029,1,124,124,0.2,104
"1125",-60.6784,-1.38843,0.199658,0.243668,0.560617,1,125,125,0.2,104
"1126",-60.8689,-1.48749,0.184299,0.559392,0.636312,1,126,126,0.2,104
"1127",-61.7473,-0.868544,0.295557,-0.452841,0.388685,1,127,127,0.2,104
"1128",-61.3149,-0.950197,0.278845,0.750497,0.679287,1,128,128,0.2,104
"1129",-60.7011,-1.14587,0.241245,-0.510736,0.375021,1,129,129,0.2,104
"1130",-60.7704,-1.44292,0.191094,-0.487958,0.380375,1,130,130,0.2,104
"1131",-61.2942,-1.62556,0.164439,0.285449,0.570882,1,131,131,0.2,104
"1132",-60.7958,-1.45535,0.18918,0.41732,0.602842,1,132,132,0.2,104
"1133",-60.876,-1.4904,0.183861,-1.08649,0.25228,1,133,133,0.2,104
"1134",-60.603,-1.23939,0.224542,2.1167,0.892515,1,134,134,0.2,104
"1135",-60.8461,-1.47798,0.185733,-1.16071,0.238538,1,135,135,0.2,104
"1136",-60.768,-1.11135,0.247618,-1.22473,0.227105,1,136,136,0.2,104
"1137",-60.658,-1.17478,0.235992,0.0280508,0.507012,1,137,137,0.2,104
"1138",-60.7671,-1.11177,0.247542,-0.264643,0.434223,1,138,138,0.2,104
"1139",-60.6642,-1.17005,0.236846,0.20925,0.552122,1,139,139,0.2,104
"1140",-60.6196,-1.3337,0.208549,-0.556644,0.364324,1,140,140,0.2,104
"1141",-60.6191,-1.33309,0.208649,-1.06603,0.25616,1,141,141,0.2,104
"1142",-60.6104,-1.22499,0.227059,-0.537243,0.368829,1,142,142,0.2,104
"1143",-60.891,-1.49642,0.18296,-1.06288,0.25676,1,143,143,0.2,104
"1144",-61.3181,-0.949502,0.278985,0.523534,0.627974,1,144,144,0.2,104
"1145",-60.8968,-1.06094,0.25713,0.134597,0.533599,1,145,145,0.2,104
"1146",-60.5976,-1.28767,0.216248,0.403051,0.59942,1,146,146,0.2,104
"1147",-60.7102,-1.14061,0.242209,0.0263599,0.50659,1,147,147,0.2,104
"1148",-60.6061,-1.23275,0.225701,0.569063,0.638547,1,148,148,0.2,104
"1149",-60.6181,-1.33167,0.208883,0.361848,0.589488,1,149,149,0.2,104
"1150",-61.7269,-0.871976,0.294843,-0.0525945,0.486854,1,150,150,0.2,104
"1151",-61.392,-1.65138,0.160922,0.451093,0.610899,1,151,151,0.2,104
"1152",-60.6712,-1.16503,0.237754,-1.32769,0.209542,1,152,152,0.2,104
"1153",-60.6007,-1.29916,0.214306,-1.4939,0.183338,1,153,153,0.2,104
"1154",-60.6386,-1.3552,0.205021,1.96739,0.877331,1,154,154,0.2,104
"1155",-60.5973,-1.28617,0.216501,0.299036,0.574207,1,155,155,0.2,104
"1156",-60.7848,-1.10386,0.249018,1.40919,0.803638,1,156,156,0.2,104
"1157",-60.8442,-1.07981,0.253542,0.452984,0.611349,1,157,157,0.2,104
"1158",-61.0634,-1.01061,0.266861,-0.401263,0.401009,1,158,158,0.2,104
"1159",-60.6188,-1.21289,0.22919,-0.0563142,0.485925,1,159,159,0.2,104
"1160",-60.7408,-1.42737,0.193509,0.476455,0.61691,1,160,160,0.2,104
"1161",-60.9335,-1.04878,0.259459,-0.468061,0.385075,1,161,161,0.2,104
"1162",-62.5498,-0.752533,0.32027,-1.73078,0.150487,1,162,162,0.2,104
"1163",-60.6752,-1.38609,0.200033,0.18269,0.545546,1,163,163,0.2,104
"1164",-60.597,-1.26053,0.220883,0.691195,0.666233,1,164,164,0.2,104
"1165",-60.5961,-1.26992,0.21927,0.207651,0.551727,1,165,165,0.2,104
"1166",-60.8189,-1.08963,0.251688,0.74216,0.677468,1,166,166,0.2,104
"1167",-60.6931,-1.39857,0.198042,0.220704,0.554953,1,167,167,0.2,104
"1168",-60.9055,-1.50209,0.182114,0.83843,0.698135,1,168,168,0.2,104
"1169",-60.9339,-1.51291,0.180509,0.153577,0.538319,1,169,169,0.2,104
"1170",-61.5901,-1.69997,0.15447,-0.772272,0.315988,1,170,170,0.2,104
"1171",-61.4225,-1.65916,0.159875,-0.207928,0.448204,1,171,171,0.2,104
"1172",-60.5964,-1.27892,0.217733,1.44258,0.808854,1,172,172,0.2,104
"1173",-60.7223,-1.4168,0.195164,0.377273,0.593215,1,173,173,0.2,104
"1174",-60.7072,-1.4077,0.196598,-1.39168,0.19914,1,174,174,0.2,104
"1175",-60.7037,-1.14431,0.241531,0.190312,0.547435,1,175,175,0.2,104
"1176",-60.5962,-1.27672,0.218108,0.847628,0.700069,1,176,176,0.2,104
"1177",-60.6031,-1.30562,0.213221,-0.159798,0.460135,1,177,177,0.2,104
"1178",-60.6516,-1.36729,0.203058,0.471867,0.615826,1,178,178,0.2,104
"1179",-60.6033,-1.3062,0.213123,1.98336,0.879039,1,179,179,0.2,104
"1180",-60.7103,-1.40961,0.196296,1.0804,0.746569,1,180,180,0.2,104
"1181",-60.5972,-1.25871,0.221195,-2.06606,0.11244,1,181,181,0.2,104
"1182",-60.8027,-1.45862,0.188678,-0.562073,0.363068,1,182,182,0.2,104
"1183",-61.6767,-1.71996,0.151877,0.0508114,0.5127,1,183,183,0.2,104
"1184",-61.6005,-1.70239,0.154154,-0.45391,0.388432,1,184,184,0.2,104
"1185",-61.5278,-1.68513,0.156417,0.378494,0.59351,1,185,185,0.2,104
"1186",-60.7681,-1.44175,0.191274,0.457236,0.612358,1,186,186,0.2,104
"1187",-60.7611,-1.43819,0.191826,0.231259,0.557558,1,187,187,0.2,104
"1188",-60.7619,-1.11415,0.247098,-0.8697,0.295317,1,188,188,0.2,104
"1189",-60.7881,-1.10241,0.249289,0.534826,0.630608,1,189,189,0.2,104
"1190",-60.6033,-1.30608,0.213144,-0.19328,0.45183,1,190,190,0.2,104
"1191",-60.5966,-1.26324,0.220416,1.77302,0.854833,1,191,191,0.2,104
"1192",-60.7313,-1.12915,0.244317,1.93357,0.873644,1,192,192,0.2,104
"1193",-60.5976,-1.25678,0.22153,0.99534,0.730141,1,193,193,0.2,104
"1194",-60.6028,-1.23972,0.224484,0.726389,0.674012,1,194,194,0.2,104
"1195",-60.7527,-1.4338,0.192508,-0.600592,0.354208,1,195,195,0.2,104
"1196",-60.5983,-1.29073,0.215729,-1.33091,0.209009,1,196,196,0.2,104
"1197",-60.5986,-1.29218,0.215484,-0.501128,0.377276,1,197,197,0.2,104
"1198",-60.613,-1.22087,0.227784,-2.63717,0.0667844,1,198,198,0.2,104
"1199",-60.6626,-1.17124,0.23663,0.910155,0.713032,1,199,199,0.2,104
"1200",-60.617,-1.33022,0.209123,0.20163,0.550237,1,200,200,0.2,104
"1201",-122.311,-1.18691,0.233812,-0.0345908,0.491353,1,1,1,0.2,208
"1202",-122.361,-1.17376,0.236176,-0.675566,0.337252,1,2,2,0.2,208
"1203",-122.049,-1.37832,0.201278,2.2273,0.902674,1,3,3,0.2,208
"1204",-122.45,-1.5422,0.176215,0.635655,0.653771,1,4,4,0.2,208
"1205",-122.11,-1.25972,0.221022,-0.594689,0.35556,1,5,5,0.2,208
"1206",-122.106,-1.26184,0.220658,0.949718,0.721059,1,6,6,0.2,208
"1207",-122.56,-1.13001,0.244159,-0.174993,0.456363,1,7,7,0.2,208
"1208",-122.483,-1.14565,0.241284,0.161684,0.540333,1,8,8,0.2,208
"1209",-122.432,-1.15701,0.23921,-0.343187,0.415035,1,9,9,0.2,208
"1210",-122.519,-1.13824,0.242644,0.0672473,0.516805,1,10,10,0.2,208
"1211",-122.037,-1.35704,0.204722,-0.297882,0.426075,1,11,11,0.2,208
"1212",-122.036,-1.32662,0.20972,-1.28654,0.216438,1,12,12,0.2,208
"1213",-122.036,-1.35374,0.20526,-0.110602,0.472378,1,13,13,0.2,208
"1214",-122.041,-1.36667,0.203158,1.58871,0.830435,1,14,14,0.2,208
"1215",-122.124,-1.43305,0.192624,1.29162,0.784421,1,15,15,0.2,208
"1216",-122.043,-1.31288,0.212005,1.6145,0.834035,1,16,16,0.2,208
"1217",-123.059,-1.66327,0.159324,0.0248914,0.506223,1,17,17,0.2,208
"1218",-124.277,-1.83326,0.137851,0.0367622,0.50919,1,18,18,0.2,208
"1219",-124.589,-1.87025,0.133513,0.448939,0.610387,1,19,19,0.2,208
"1220",-123.144,-1.67716,0.157472,0.0926952,0.523157,1,20,20,0.2,208
"1221",-123.162,-1.68007,0.157086,0.369538,0.591347,1,21,21,0.2,208
"1222",-122.385,-1.16783,0.237248,1.00881,0.732787,1,22,22,0.2,208
"1223",-122.481,-1.14607,0.241207,-0.464987,0.385804,1,23,23,0.2,208
"1224",-122.452,-1.15254,0.240026,-0.161188,0.45979,1,24,24,0.2,208
"1225",-122.498,-1.1425,0.241861,-0.105079,0.473754,1,25,25,0.2,208
"1226",-123.066,-1.04825,0.259562,-1.54718,0.175494,1,26,26,0.2,208
"1227",-122.162,-1.45116,0.189823,-1.60128,0.167803,1,27,27,0.2,208
"1228",-122.143,-1.44264,0.191137,-0.663875,0.33987,1,28,28,0.2,208
"1229",-123.844,-1.77848,0.14449,-1.14063,0.242205,1,29,29,0.2,208
"1230",-124.205,-1.8245,0.138895,-0.360706,0.410789,1,30,30,0.2,208
"1231",-122.035,-1.33298,0.208667,-0.660208,0.340693,1,31,31,0.2,208
"1232",-122.516,-1.13886,0.24253,2.97595,0.951476,1,32,32,0.2,208
"1233",-122.335,-1.18059,0.234946,1.53678,0.822997,1,33,33,0.2,208
"1234",-122.111,-1.25936,0.221085,-0.502507,0.376952,1,34,34,0.2,208
"1235",-122.065,-1.28908,0.216008,-0.109065,0.472761,1,35,35,0.2,208
"1236",-122.682,-1.10743,0.248351,-2.99007,0.0478766,1,36,36,0.2,208
"1237",-122.704,-1.10369,0.249049,-0.367096,0.409243,1,37,37,0.2,208
"1238",-122.129,-1.43595,0.192173,0.254101,0.563186,1,38,38,0.2,208
"1239",-122.576,-1.57169,0.171975,-0.532558,0.369921,1,39,39,0.2,208
"1240",-122.688,-1.59535,0.168633,0.805297,0.691106,1,40,40,0.2,208
"1241",-123.023,-1.65723,0.160135,-1.69709,0.154846,1,41,41,0.2,208
"1242",-124.438,-1.85262,0.135566,-0.667247,0.339114,1,42,42,0.2,208
"1243",-124.446,-1.85351,0.135461,1.0753,0.745603,1,43,43,0.2,208
"1244",-124.501,-1.86004,0.134698,-0.209955,0.447703,1,44,44,0.2,208
"1245",-124.564,-1.86737,0.133847,0.117249,0.529279,1,45,45,0.2,208
"1246",-124.69,-1.88193,0.132168,-0.413022,0.398188,1,46,46,0.2,208
"1247",-124.994,-1.91597,0.128312,-0.70848,0.329935,1,47,47,0.2,208
"1248",-122.782,-1.61389,0.16605,-2.20472,0.0993279,1,48,48,0.2,208
"1249",-122.076,-1.4038,0.197214,-0.666818,0.33921,1,49,49,0.2,208
"1250",-122.045,-1.37399,0.201976,1.14163,0.757979,1,50,50,0.2,208
"1251",-122.221,-1.21413,0.228972,-1.16332,0.238065,1,51,51,0.2,208
